 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85	Mean86	Mean87	Mean88	Mean89	Mean90	Mean91	Mean92	Mean93	Mean94	Mean95	Mean96	Mean97	Mean98	Mean99	Mean100	Mean101	Mean102	Mean103	Mean104	Mean105
245	263.448	268.073	326.242	390.070	737.196	792.785	316.003	707.226	1202.813	880.394	1519.037	303.268	302.047	502.368	312.862	513.540	473.038	446.941	901.946	5753.082	1642.490	424.489	1145.339	645.379	362.452	1013.900	681.711	475.233	917.491	2144.729	1813.922	1319.276	861.014	378.312	1284.313	640.172	2552.929	1170.526	1339.957	1140.059	2880.069	648.652	4642.680	1281.422	1040.708	1114.239	1957.623	768.148	1382.091	1725.818	1810.081	1047.871	1742.701	851.205	676.871	554.412	1583.312	3055.587	2753.634	1756.963	2768.167	1128.878	581.289	1092.881	491.415	844.362	862.535	539.238	2778.965	3204.745	1723.169	2504.472	895.421	991.125	1615.500	4417.350	1099.461	3744.767	1866.475	1304.494	589.328	1331.508	1138.685	539.169	1539.361	549.870	1461.107	283.038	412.310	266.195	1484.466	757.452	2534.866	2807.319	1700.947	1376.310	1500.291	3294.927	235.666	443.318	2019.725	481.540	464.051	504.321	720.898
246	258.633	272.213	335.689	357.614	604.798	802.367	306.195	710.906	1277.824	869.459	1448.676	276.078	300.353	540.163	316.528	441.153	487.871	388.793	993.333	5815.380	1583.694	390.539	1139.405	695.608	336.075	941.991	661.884	469.368	895.122	2037.257	1908.893	1308.321	908.550	408.320	1236.824	586.925	2611.163	1258.383	1409.312	1200.647	2776.791	706.822	4304.881	1334.578	1044.449	1049.211	1815.739	797.790	1271.444	1579.457	1813.409	919.928	1833.177	879.961	639.272	607.176	1439.660	3014.844	2410.058	1709.540	2821.399	1201.790	591.420	960.034	469.506	1055.954	878.038	475.630	2753.450	3180.797	1586.757	2658.228	935.056	911.889	1502.071	4247.252	896.632	3523.851	1864.769	1275.145	586.740	1390.182	1034.581	544.620	1530.316	517.321	1536.411	266.434	449.115	266.581	1346.641	785.738	2615.413	2471.508	1663.073	1171.985	1432.591	3549.854	229.737	456.733	2002.030	479.419	496.538	490.959	750.455
247	246.934	252.481	316.493	353.881	772.481	710.728	310.369	681.785	1206.114	857.112	1433.442	273.165	333.985	473.087	336.656	490.523	496.659	403.250	912.637	5311.680	1664.191	395.052	1052.856	684.142	341.894	923.616	683.119	440.719	857.270	2059.513	1770.696	1292.738	875.155	389.242	1269.731	608.680	2541.947	1194.827	1325.715	1157.990	2540.105	649.023	4338.336	1224.896	972.490	975.827	1655.882	652.546	1240.549	1685.191	1615.430	953.076	1497.389	850.440	577.871	526.839	1524.454	2676.961	2327.591	1605.985	2637.135	1142.153	608.012	933.213	477.141	942.386	856.595	557.181	2409.189	2834.520	1531.734	2376.825	965.357	884.899	1485.409	4004.820	959.973	3026.680	1840.089	1402.760	576.558	1287.083	984.206	521.710	1492.740	531.726	1432.809	284.860	418.303	270.583	1268.906	753.494	2423.193	2761.267	1659.721	1178.809	1512.536	3007.058	236.897	453.882	1812.128	494.415	477.937	437.792	780.325
248	272.378	251.077	282.162	387.974	678.981	697.689	318.628	606.258	1114.025	887.366	1471.484	259.813	311.306	544.097	297.162	473.859	444.143	421.539	956.143	5028.233	1521.878	396.708	1056.285	636.655	332.534	881.387	674.992	457.366	809.869	1778.865	1675.087	1303.471	864.996	372.165	1191.011	545.895	2381.831	1141.934	1381.962	1187.446	2549.869	642.224	4286.621	1263.553	1041.160	974.227	1775.878	651.481	1377.892	1562.640	1748.000	930.915	1652.023	707.945	578.466	573.427	1413.703	2693.860	2339.869	1459.142	2644.759	1082.915	531.660	905.886	464.548	906.802	777.078	512.485	2522.957	2713.033	1587.387	2392.513	881.198	861.169	1481.260	3730.332	904.623	3147.174	1938.210	1279.698	596.360	1149.715	975.763	532.710	1395.436	524.922	1467.933	283.638	432.457	262.690	1468.932	740.049	2334.165	2659.363	1659.463	1218.061	1593.591	3012.758	224.882	396.567	1860.008	447.573	544.752	477.415	717.688
249	268.780	255.331	324.891	391.892	775.858	624.157	350.060	649.594	1165.680	816.897	1560.945	276.870	308.787	474.221	314.401	429.334	450.345	411.377	955.045	4902.210	1348.863	356.708	1042.584	684.388	351.629	902.511	611.570	447.831	896.333	1816.543	1676.941	1346.639	868.634	386.932	1143.505	565.756	2437.378	1077.651	1239.410	1098.054	2369.387	614.855	4227.300	1287.828	936.990	891.821	1558.625	663.975	1224.738	1540.785	1497.668	917.363	1523.448	750.108	607.950	590.492	1283.383	2783.373	2190.853	1473.661	2532.871	1066.676	588.819	843.206	387.246	976.715	787.166	474.808	2598.513	2634.865	1453.342	2458.305	838.150	839.712	1446.833	3818.906	895.235	2998.983	1868.989	1204.618	608.314	1266.140	907.777	526.859	1433.220	522.835	1414.554	275.325	436.333	275.247	1273.638	775.307	2252.363	2604.048	1503.348	1133.954	1521.799	3291.527	245.276	423.409	1830.135	456.520	445.507	472.327	702.952
250	271.700	238.063	320.834	335.875	762.358	659.234	298.840	607.854	1170.708	776.526	1403.973	286.268	331.857	508.729	293.401	449.568	467.256	415.389	897.390	4880.261	1284.077	350.854	1153.356	555.162	323.726	872.739	630.447	393.703	740.182	1885.636	1664.735	1160.904	830.249	358.802	1110.925	630.302	2270.441	1068.204	1339.974	1161.510	2214.412	593.015	4369.338	1242.816	1041.228	894.867	1672.296	639.829	1160.448	1512.224	1540.762	856.351	1529.335	686.993	596.056	578.576	1220.228	2475.410	2086.959	1428.778	2566.643	1027.439	592.736	829.504	447.555	1015.028	812.352	429.278	2468.777	2518.438	1475.203	2480.697	820.716	822.151	1430.406	3576.680	832.658	2869.252	1828.522	1234.132	549.151	1202.547	906.669	511.239	1244.537	552.911	1369.124	295.668	428.411	252.265	1310.301	737.652	2233.589	2601.785	1582.470	1103.214	1593.653	2689.473	226.326	440.482	1734.739	481.404	426.771	472.089	691.693
251	268.176	268.027	321.553	440.108	769.449	659.955	264.499	651.007	1169.621	784.313	1506.439	280.699	284.264	497.805	294.009	495.291	406.788	400.059	926.812	4670.879	1377.568	379.250	1097.234	650.769	326.687	797.860	633.600	433.782	785.626	1640.217	1637.251	1135.296	870.394	377.586	1246.739	615.608	2245.459	1044.727	1186.554	1153.340	2278.874	616.030	4290.423	1247.463	995.134	836.246	1624.990	639.795	1219.406	1491.086	1375.036	862.696	1512.975	662.452	563.614	541.595	1229.495	2292.920	2044.807	1447.750	2363.839	1008.143	530.363	836.161	430.487	802.285	715.032	477.515	2378.909	2360.839	1567.213	2424.870	817.476	867.014	1369.192	3410.661	807.619	2666.948	1810.069	1268.653	528.618	1146.955	922.779	500.627	1286.067	564.593	1438.320	258.120	430.991	269.285	1284.990	717.709	2096.998	2584.100	1551.696	1199.844	1404.505	2964.361	235.247	421.741	1811.044	425.447	510.897	438.221	737.700
252	266.514	243.096	363.477	343.121	667.669	700.855	327.937	646.379	1026.752	759.829	1417.466	269.625	293.842	436.750	301.449	434.375	481.000	383.770	866.141	4559.304	1296.705	377.998	1125.423	622.857	319.927	876.622	629.161	412.673	753.076	1680.480	1662.477	1185.114	847.018	399.691	1068.222	613.471	2144.846	1085.316	1387.050	1178.835	2319.959	644.558	4314.929	1250.810	1103.000	860.639	1601.424	660.592	1216.070	1334.163	1384.364	837.741	1462.671	709.479	523.209	543.064	1074.365	2097.508	2016.515	1446.414	2540.486	974.014	594.771	778.278	420.445	933.069	765.006	460.938	2277.799	2153.565	1549.033	2357.619	759.156	859.702	1394.037	3177.435	720.121	2766.780	1886.421	1256.817	494.537	1126.206	878.676	532.277	1259.833	514.589	1313.959	256.009	432.254	263.359	1089.129	651.601	2085.475	2609.979	1435.439	1079.577	1467.598	2704.030	236.364	403.049	1778.360	462.758	475.214	418.513	681.673
253	256.297	263.623	312.361	360.817	611.720	577.692	303.147	640.537	1033.660	687.271	1279.314	269.275	290.479	452.147	300.327	432.212	400.938	366.652	858.385	4530.197	1204.829	359.508	942.770	612.241	294.948	744.351	541.300	417.901	738.673	1464.809	1540.127	1143.381	825.706	353.253	1110.477	624.869	2025.817	991.633	1472.950	1177.276	2140.832	679.645	4256.806	1226.551	1046.253	841.266	1503.449	666.389	1210.486	1309.035	1480.392	847.546	1313.430	692.959	661.384	519.192	1061.786	2258.831	1847.352	1483.870	2268.408	1001.831	505.984	778.261	437.213	728.671	869.554	485.912	2365.156	2164.194	1370.897	2357.933	746.201	720.960	1371.149	3177.943	850.288	2565.442	1878.824	1313.279	535.651	1167.634	816.223	495.096	1334.392	531.510	1343.724	272.822	446.000	263.040	1211.306	698.340	1991.911	2670.684	1280.703	1008.241	1765.994	2417.858	242.565	429.777	1775.894	449.555	528.002	413.566	661.145
254	255.095	251.626	333.066	361.115	710.793	703.599	297.878	649.582	1040.148	760.961	1441.839	283.367	318.998	467.390	283.932	446.939	387.071	382.836	889.764	4376.482	1240.500	326.281	1036.311	656.773	318.707	810.275	584.139	387.878	680.336	1380.577	1501.348	1145.119	843.931	391.562	1147.039	569.028	1889.352	1149.745	1323.564	1090.850	2050.624	600.736	4027.178	1291.145	1051.652	730.904	1547.056	681.454	1151.059	1252.064	1331.809	816.379	1327.573	684.235	526.239	544.960	995.059	1992.035	1971.260	1421.935	2387.817	951.263	547.798	698.080	426.843	743.136	794.826	483.826	2256.491	1991.575	1370.412	2483.249	749.006	822.746	1317.253	2880.878	831.033	2548.883	1750.097	1327.299	505.082	1144.196	829.329	486.607	1165.521	507.426	1327.074	256.518	428.608	260.100	1220.521	679.534	1901.675	2426.101	1319.652	1104.099	1544.508	2408.088	248.325	409.053	1753.185	479.043	456.320	464.939	702.584
255	250.750	234.314	306.967	349.524	711.586	602.336	271.765	589.445	1109.345	718.420	1369.263	271.887	296.070	445.611	294.233	393.189	387.492	404.623	831.841	4217.667	1279.399	356.440	946.964	571.397	328.377	832.015	551.700	398.827	796.311	1374.461	1567.703	1161.655	806.289	358.403	1062.016	613.803	1900.413	955.365	1204.264	1085.750	1949.936	565.632	3815.838	1103.696	983.189	775.958	1470.019	678.334	1202.993	1211.251	1464.645	787.228	1239.629	696.177	538.312	526.176	847.640	2017.160	1818.207	1303.411	2133.035	913.707	568.704	727.380	485.663	749.936	810.231	428.489	2151.677	2047.070	1491.559	2176.183	714.145	751.865	1264.438	2954.972	788.866	2316.187	1816.097	1270.486	538.718	1130.690	838.633	393.835	1123.198	540.465	1284.513	278.735	415.344	257.371	1129.081	665.844	1860.196	2450.783	1299.042	990.646	1377.675	2474.330	231.457	407.746	1723.416	446.198	468.567	462.393	596.029
256	257.837	250.870	317.348	328.023	689.433	732.000	296.447	564.674	1075.011	696.572	1387.923	263.786	303.198	464.432	300.921	474.650	438.203	395.006	864.927	4162.708	1189.593	344.198	1042.399	594.322	293.608	798.161	569.063	409.734	781.185	1573.043	1582.139	1054.368	794.403	392.205	1028.477	534.264	1931.455	944.742	1106.753	1133.330	1857.223	610.498	4315.613	1190.447	926.661	781.193	1537.077	614.226	1109.164	1216.422	1333.291	711.423	1246.954	622.532	619.586	554.035	844.780	1915.737	1708.281	1468.775	2202.437	943.424	553.254	637.089	429.052	766.308	796.102	431.233	1957.047	2015.244	1403.005	2271.625	702.841	746.173	1341.534	2812.343	644.949	2299.646	1809.159	1228.240	501.896	1037.994	716.977	459.093	1139.414	508.457	1384.439	268.010	417.163	250.484	1182.129	619.251	1925.881	2563.760	1360.215	1013.586	1379.879	1971.733	233.997	447.299	1754.048	412.094	450.925	421.541	653.220
257	248.706	255.366	324.430	358.677	800.608	641.869	264.850	590.936	1026.886	632.430	1358.018	263.702	290.960	428.282	286.403	450.568	424.318	426.172	793.971	4046.436	1121.044	366.255	906.180	580.015	362.612	844.402	564.602	438.612	696.484	1429.372	1331.144	1048.000	789.198	387.360	1051.568	557.210	1813.724	1056.872	1229.592	1034.920	1775.049	619.002	4098.595	1200.748	866.263	797.051	1403.027	613.998	1210.528	1127.807	1363.353	782.418	1227.141	620.360	564.267	488.033	977.988	1865.737	1708.074	1370.259	2062.711	898.398	521.317	666.477	397.600	724.879	719.828	391.429	2083.554	1812.187	1458.526	2383.878	682.571	728.125	1142.831	2588.069	712.839	2254.212	1799.690	1212.017	495.202	1131.022	770.686	472.077	1198.328	525.416	1263.580	293.573	433.684	261.849	1173.390	651.633	1712.546	2493.910	1336.419	1107.000	1629.322	2212.176	234.930	421.826	1614.905	413.170	442.731	435.316	623.745
258	247.465	247.987	329.434	344.862	705.995	684.814	276.010	642.596	974.811	645.804	1298.850	279.133	300.994	500.450	277.631	442.788	396.546	383.453	818.814	3761.361	1078.987	327.390	914.346	540.340	314.366	907.566	549.683	384.435	661.966	1379.365	1494.477	1235.984	790.984	374.118	981.054	572.975	1848.955	1013.107	1349.417	1078.335	1770.968	577.330	4102.241	1227.721	961.835	698.009	1515.077	622.062	1142.353	1077.435	1390.377	694.981	1485.960	660.641	562.043	506.425	873.018	1869.914	1613.504	1254.932	2237.923	851.229	492.195	674.218	430.244	637.149	687.331	445.767	2015.223	1812.312	1323.455	2263.088	873.504	666.486	1217.763	2395.972	662.321	2156.426	1766.680	1257.431	505.928	1104.085	772.138	458.227	1204.922	546.698	1352.059	254.697	424.890	255.012	994.091	617.463	1653.737	2473.421	1382.115	931.872	1538.762	2343.948	228.724	425.086	1751.745	424.520	458.664	418.912	619.373
259	261.381	253.751	298.848	346.369	722.269	628.388	276.147	590.687	1037.487	671.995	1416.532	264.410	309.034	431.961	269.524	442.821	424.425	380.037	786.166	3697.184	1108.029	333.529	892.131	602.768	309.761	796.243	522.930	416.332	679.272	1305.490	1325.591	991.513	828.714	363.830	1060.196	598.669	1804.689	1070.120	1281.892	1109.920	1773.154	610.366	3840.957	1214.073	932.078	740.292	1484.681	632.346	1046.538	1075.574	1415.824	807.690	1125.179	677.477	540.955	541.996	792.287	1762.540	1597.115	1400.278	1929.891	883.586	534.839	693.482	392.548	553.465	717.594	420.731	2166.367	1618.775	1335.712	2188.208	665.384	679.351	1296.776	2467.898	668.111	2078.295	1911.302	1212.891	486.818	1121.684	729.369	438.433	1170.069	448.955	1307.730	275.029	429.679	251.219	1046.646	666.976	1723.969	2521.438	1313.040	937.725	1466.260	2340.858	226.882	360.458	1664.196	400.374	431.974	421.371	654.900
260	262.538	254.837	331.129	326.501	628.823	622.658	269.316	618.948	1002.351	607.598	1451.106	266.916	282.813	448.879	310.903	405.772	416.893	396.252	829.048	3633.115	1084.826	319.756	914.524	513.145	325.401	779.505	565.720	384.866	698.786	1247.339	1354.413	1028.605	762.025	362.046	993.165	604.400	1989.163	1015.878	1255.609	959.822	1720.335	615.587	4191.162	1169.794	1085.002	682.888	1451.503	701.739	1163.045	1132.092	1378.291	661.708	1259.810	625.809	553.603	532.975	856.660	1707.074	1555.789	1321.877	2091.643	847.166	493.812	602.474	408.101	620.581	758.851	432.725	1915.499	1633.817	1401.089	2324.593	702.894	652.276	1198.995	2275.165	701.066	2064.886	1830.139	1310.121	492.321	1135.415	756.918	407.150	977.846	531.445	1264.250	260.501	414.704	250.712	1139.547	616.459	1757.336	2473.223	1256.264	897.501	1606.576	2169.088	225.858	441.354	1806.876	398.421	466.560	404.477	622.214
261	269.108	265.743	267.669	377.688	593.785	570.889	285.042	576.806	984.944	685.442	1301.344	268.015	297.025	456.884	271.695	444.827	384.238	409.809	890.535	3611.354	1088.464	336.644	984.644	535.153	348.952	763.542	575.609	408.063	606.597	1348.870	1353.441	1045.886	780.776	392.503	976.387	522.761	1838.982	1111.855	1177.007	1041.474	1553.707	600.244	4139.561	1221.887	965.827	639.995	1568.957	566.200	973.885	1006.596	1419.531	726.595	1177.617	627.244	594.433	530.917	817.312	1609.331	1474.051	1326.580	1974.804	855.514	449.585	620.298	383.304	623.674	793.297	409.029	1976.278	1550.859	1406.873	2167.464	625.064	753.117	1146.458	2154.852	608.770	1953.019	1831.846	1232.314	487.232	1001.634	736.721	406.355	1087.993	504.311	1251.080	259.224	408.631	256.638	1012.484	579.873	1713.719	2584.249	1182.366	940.638	1417.074	2014.594	226.091	405.135	1599.075	401.309	437.967	403.967	574.357
262	255.607	252.772	296.228	326.847	746.624	617.984	292.289	586.039	1014.852	631.369	1398.099	280.658	322.604	409.932	263.206	501.367	358.831	420.135	940.472	3139.296	1081.844	362.234	887.828	553.431	314.672	758.399	464.239	420.423	684.495	1215.806	1217.601	1025.843	824.921	351.336	1023.390	642.300	1769.376	1103.431	1388.374	1097.670	1587.520	512.579	3984.263	1215.485	943.767	634.228	1275.838	659.889	1166.874	1014.259	1276.912	714.304	1247.425	534.802	573.239	511.326	800.470	1761.114	1499.584	1270.216	1938.367	886.232	493.862	544.675	379.684	585.871	758.389	454.011	1969.187	1442.891	1151.369	2231.574	666.167	688.996	1310.395	2247.600	697.484	1959.003	1812.089	1256.164	459.672	1046.423	721.602	381.268	1197.312	490.134	1287.952	265.277	441.840	244.979	1050.972	586.168	1580.594	2413.267	1238.033	913.672	1341.768	2153.427	236.202	399.222	1740.286	399.916	382.505	397.005	553.705
263	257.819	248.117	326.788	300.520	604.371	638.236	261.190	634.279	862.125	688.463	1419.444	279.116	265.826	437.437	262.590	399.957	353.058	404.023	896.782	3309.235	1085.725	325.455	930.597	570.539	292.910	767.064	559.914	396.976	694.176	1223.245	1421.282	1075.854	785.640	387.571	920.446	514.515	1767.608	964.038	1297.326	1117.214	1433.771	547.713	3820.694	1210.265	958.568	648.676	1424.435	610.610	1183.573	1053.901	1325.122	696.474	1222.507	553.746	473.836	544.165	643.949	1518.125	1502.890	1275.769	2054.598	809.360	422.206	614.243	414.824	615.656	823.516	391.496	2077.436	1433.759	1295.970	2347.487	648.401	690.948	1032.794	2020.172	652.537	1913.388	1716.484	1159.787	418.939	1008.308	695.587	437.842	1060.760	459.971	1268.837	269.850	393.344	250.210	953.329	650.496	1582.017	2446.164	1311.803	897.901	1578.700	1840.030	217.396	378.655	1656.967	401.605	439.957	417.156	600.168
264	254.310	268.747	291.364	342.520	650.317	581.462	269.810	582.872	905.195	564.686	1335.742	258.671	293.102	466.173	306.869	404.450	402.056	396.598	862.823	3292.739	1092.212	325.027	916.313	590.882	311.181	738.231	527.041	390.606	667.167	1189.801	1317.292	973.168	748.156	384.983	981.457	644.261	1877.594	879.661	1347.341	1028.691	1503.081	618.652	3940.628	1179.773	959.111	632.903	1599.331	705.362	1137.927	1020.914	1394.011	668.190	1180.958	522.572	569.461	530.613	648.102	1609.898	1399.131	1215.738	2057.730	808.925	524.991	555.580	419.897	595.702	834.102	404.758	1871.099	1567.075	1244.531	2274.839	662.808	637.081	1226.638	2167.804	680.889	1886.282	1819.721	1233.357	432.660	951.658	656.102	415.523	1036.073	458.012	1324.528	265.000	410.828	238.276	1065.684	585.977	1586.861	2324.834	1166.133	1091.261	1510.387	2060.412	237.406	372.627	1617.067	438.924	467.009	462.150	546.736
265	263.696	251.851	340.152	321.943	652.570	601.372	286.968	550.954	908.741	614.541	1376.888	277.037	334.055	441.508	272.184	434.662	342.539	392.496	766.206	3373.942	1045.248	305.768	897.009	573.057	282.448	790.328	547.757	391.367	701.700	1179.658	1341.003	1039.339	766.693	381.889	1022.252	603.284	1729.732	989.148	1223.034	1074.943	1506.812	554.970	3847.368	1201.177	1017.628	632.432	1431.294	607.989	1000.241	1072.156	1321.051	657.103	1127.461	512.489	561.168	501.195	791.196	1544.160	1550.503	1259.858	1950.293	784.397	519.154	558.665	371.459	532.995	807.531	396.363	2032.931	1338.575	1277.722	2229.020	760.393	692.808	1110.865	2087.152	652.329	1831.030	1848.889	1125.193	418.353	1025.792	695.149	401.180	1189.158	520.506	1261.948	273.373	402.230	247.060	1037.633	577.412	1552.363	2312.419	1196.552	950.122	1562.238	2007.682	224.879	399.491	1699.300	394.526	429.050	429.484	614.737
266	271.910	243.257	342.831	308.647	766.237	576.197	258.053	604.619	936.504	600.558	1286.122	261.538	303.809	418.352	265.778	493.544	364.105	385.146	737.429	3229.117	1043.485	312.941	893.472	563.687	297.888	754.290	539.292	385.593	641.676	1169.554	1383.837	1010.408	732.982	381.837	986.689	597.916	1585.894	856.577	1263.652	1104.505	1477.398	543.267	3890.678	1278.374	902.516	593.775	1372.830	623.636	1293.105	960.174	1288.430	687.907	1266.849	492.756	579.754	466.967	730.705	1524.372	1357.602	1267.373	1917.473	786.458	498.156	600.273	388.984	586.784	723.236	374.341	1954.619	1239.413	1245.593	2309.584	643.852	623.681	1075.286	2080.976	661.440	1744.151	1775.092	1129.611	423.749	1025.328	626.569	422.007	1016.201	406.072	1248.363	262.716	423.152	252.063	974.347	557.205	1433.194	2512.503	1070.758	894.362	1446.975	1892.736	228.530	427.904	1672.419	410.064	470.476	414.750	574.289
267	244.905	250.184	325.252	320.868	668.449	629.716	283.646	587.062	954.535	630.017	1210.676	267.870	330.996	387.705	274.178	412.218	399.169	383.465	796.324	3259.536	1072.239	302.165	888.530	559.247	285.147	802.563	541.378	394.195	674.872	1102.737	1332.784	1052.942	771.049	384.129	1052.426	590.674	1720.467	993.714	1076.568	1033.206	1382.466	552.124	3906.231	1201.079	1047.881	566.119	1372.016	640.014	1115.759	905.848	1408.936	675.238	1047.890	610.687	493.547	492.632	683.487	1467.354	1345.104	1280.762	1928.955	790.521	463.619	537.626	462.838	544.470	784.904	387.154	1943.698	1262.316	1310.977	2157.263	583.738	743.764	1116.927	2041.970	680.504	1678.523	1836.032	1205.458	495.205	1052.838	675.399	388.090	1080.049	517.825	1225.372	257.029	429.135	244.513	979.610	593.137	1436.642	2357.083	1140.375	871.962	1437.034	1939.745	223.584	382.736	1717.061	399.468	459.622	387.169	620.321
268	259.506	252.577	315.073	348.577	658.099	566.211	276.407	601.895	887.741	593.590	1242.229	262.347	293.264	395.144	272.377	386.187	394.561	363.734	848.299	2864.065	967.020	286.529	842.753	536.130	302.644	795.219	555.606	368.786	598.450	1115.546	1370.396	1105.177	720.318	386.756	1030.191	571.598	1784.642	921.406	1144.947	1143.508	1495.361	496.901	3803.113	1187.993	1008.198	594.963	1324.410	687.837	961.000	982.587	1266.694	646.528	1287.114	528.177	557.069	554.337	659.468	1534.467	1353.503	1165.963	1932.244	719.888	501.438	558.214	393.857	570.460	712.021	399.522	1978.146	1232.101	1323.979	2138.196	705.187	673.657	1030.104	1928.122	663.397	1631.182	1806.168	1189.607	457.953	953.668	629.475	381.239	1051.423	450.090	1234.009	288.080	419.706	251.645	961.041	557.619	1349.399	2279.674	1192.443	953.620	1420.099	1726.709	224.237	388.110	1581.607	393.243	392.128	390.397	537.602
269	253.457	260.519	324.053	325.629	695.626	588.335	295.953	601.856	890.128	581.497	1327.088	275.271	284.164	415.277	270.472	436.756	386.488	395.439	839.252	3091.417	954.831	302.230	866.320	573.264	290.198	786.215	504.196	373.278	637.869	1181.632	1353.798	952.570	687.996	356.481	983.530	561.210	1772.758	926.906	1297.849	1096.503	1364.980	530.277	3808.255	1197.542	906.642	535.609	1309.719	589.187	1262.462	825.525	1318.364	656.507	1100.312	579.486	510.821	520.465	671.283	1513.592	1286.274	1215.852	1986.457	798.765	473.092	543.866	356.726	557.000	668.643	373.498	1915.018	1214.842	1367.073	2296.092	645.811	646.431	1128.401	1838.106	660.000	1726.074	1698.589	1238.040	468.560	916.941	646.473	379.386	1036.857	479.109	1273.950	259.891	364.475	259.292	936.641	546.040	1374.157	2418.536	1255.144	892.267	1414.972	1848.418	230.568	441.156	1622.092	401.082	443.370	365.413	555.666
270	244.977	248.956	319.884	331.057	709.059	584.234	286.584	613.130	913.830	610.712	1313.896	272.278	296.489	406.595	286.654	407.615	335.169	358.031	783.907	2725.255	928.368	309.909	788.350	503.803	273.983	743.376	523.266	410.989	660.417	1124.760	1316.542	963.119	682.629	357.386	1022.306	553.330	1681.187	987.217	1245.367	978.750	1406.497	484.721	3563.540	1304.696	921.018	598.087	1401.520	619.141	1157.776	972.141	1308.201	732.744	1134.004	572.007	534.905	495.576	672.758	1410.201	1371.579	1150.031	1986.987	801.292	470.073	506.809	345.272	544.208	743.178	398.824	1904.142	1127.899	1212.036	2128.381	677.084	611.788	1130.326	1859.533	632.940	1724.016	1867.208	1161.511	490.632	1031.836	677.067	403.250	954.677	458.545	1332.828	268.745	411.709	255.049	984.213	556.052	1413.043	2340.653	1169.789	867.519	1343.226	1950.709	226.472	332.113	1676.692	395.666	406.272	386.782	561.466
271	260.821	248.987	310.593	334.064	734.360	591.091	291.492	576.466	829.922	582.386	1350.373	263.687	288.194	407.019	277.555	468.953	346.236	377.189	805.435	2875.538	1034.738	313.798	832.139	554.835	277.050	787.422	541.073	368.526	604.550	1128.322	1331.194	916.164	696.671	349.710	922.798	558.103	1578.181	959.916	1108.806	912.572	1326.067	536.393	3674.907	1103.170	922.512	567.186	1463.106	609.309	1119.587	915.470	1376.094	636.828	1042.762	546.553	560.528	480.232	652.181	1427.048	1402.853	1184.191	1853.646	765.972	425.574	487.141	396.871	525.452	751.474	410.767	1869.870	1123.877	1255.790	2079.912	658.864	658.750	1095.463	1932.219	607.409	1613.845	1830.835	1223.302	485.468	870.516	637.998	375.968	957.212	429.800	1256.326	273.063	394.420	255.607	891.762	567.241	1379.819	2357.233	1211.268	916.974	1272.034	1729.058	214.421	419.222	1577.906	389.585	430.783	397.915	613.673
272	255.428	252.343	315.301	323.586	636.110	588.977	280.698	554.840	945.568	566.685	1315.978	255.768	302.766	470.681	279.814	472.886	319.869	356.525	812.492	2837.918	913.305	291.118	884.717	545.231	259.653	670.689	543.743	379.218	663.397	1015.776	1170.924	941.374	727.199	379.068	1010.756	506.092	1545.843	960.482	1216.300	1006.271	1171.959	503.127	3925.885	1208.900	1064.093	545.634	1354.849	595.913	986.045	907.226	1276.066	589.102	1097.423	589.313	533.931	468.832	653.674	1371.823	1326.830	1110.441	1849.984	740.544	514.167	471.739	376.998	574.373	709.703	368.341	1877.041	1071.065	1154.405	2031.621	645.721	668.284	1021.390	1738.259	710.607	1635.477	1816.809	1174.689	444.816	918.016	573.956	392.140	1016.760	518.827	1256.450	262.826	439.149	243.349	994.706	576.492	1440.501	2187.529	1120.288	892.417	1437.245	1548.224	247.659	373.103	1706.621	394.860	419.421	363.254	548.600
273	257.679	254.356	338.553	326.830	632.965	562.964	270.912	501.231	767.033	585.226	1315.775	255.902	301.457	425.185	288.842	430.589	335.414	368.076	775.837	2744.581	1044.334	305.072	873.305	543.460	255.349	739.859	550.205	412.903	628.290	1137.505	1354.007	932.357	692.802	369.318	1004.523	531.300	1438.740	980.964	1132.185	989.508	1330.008	519.203	3898.508	1189.773	975.280	546.487	1349.524	619.242	1157.591	954.541	1168.835	604.193	1038.391	496.786	524.506	522.773	640.595	1367.454	1240.336	1206.139	1858.502	734.987	497.076	525.206	327.960	535.717	689.571	391.925	1859.081	1020.717	1240.790	2102.265	587.613	638.423	1074.049	1770.202	586.084	1459.314	1740.730	1240.017	455.575	987.053	629.007	401.320	964.849	549.333	1243.370	262.778	414.060	265.247	951.970	530.095	1485.475	2358.089	1116.051	876.858	1355.594	1767.755	247.349	398.805	1630.689	403.757	407.783	385.518	595.588
